,place_name,place_types,presence_likelihood,datetime,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,type_9,type_10,type_11,type_12,type_4_hours,type_1_day,type_7_days
11316,Tesco Metro,"SUPERMARKET,CONVENIENCE_STORE,GROCERY_OR_SUPERMARKET,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.7816213989257812,2010-07-20 20:20:00,SUPERMARKET,CONVENIENCE_STORE,GROCERY_OR_SUPERMARKET,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,BAR,MUSEUM,STORE
11315,Vie at Home,"JEWELRY_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.3776667785644531,2010-07-20 20:00:00,JEWELRY_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,BAR,MUSEUM,STORE
11314,Teddington Plumbing and Gas Engineering,"PLUMBER,POINT_OF_INTEREST,ESTABLISHMENT,",0.06218147754669189,2010-07-20 19:40:00,PLUMBER,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,BAR,MUSEUM,STORE
11313,Emma Morrison Dressmaking,"POINT_OF_INTEREST,CLOTHING_STORE,STORE,ESTABLISHMENT,",0.3148509979248047,2010-07-20 19:20:00,POINT_OF_INTEREST,CLOTHING_STORE,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,BAR,MUSEUM,STORE
11312,Hornbeam Recordings Ltd,"ELECTRONICS_STORE,HOME_GOODS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.1540371227264404,2010-07-20 19:00:00,ELECTRONICS_STORE,HOME_GOODS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,CAFE,MUSEUM,STORE
11311,Teddington Cricket Club,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2713479614257813,2010-07-20 18:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,BICYCLE_STORE,MUSEUM,STORE
11310,Teddington Cricket Club,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2713479614257813,2010-07-20 18:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,CAFE,MUSEUM,STORE
11309,Teddington Cricket Club,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2713479614257813,2010-07-20 18:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,BAR,MUSEUM,STORE
11308,Teddington Cricket Club,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2713479614257813,2010-07-20 17:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,BAR,MUSEUM,STORE
11307,Teddington Cricket Club,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2713479614257813,2010-07-20 17:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,SCHOOL,MUSEUM,STORE
11306,Teddington Cricket Club,"POINT_OF_INTEREST,ESTABLISHMENT,",0.3208213806152344,2010-07-20 17:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,SCHOOL,MUSEUM,STORE
11305,Teddington Cricket Club,"POINT_OF_INTEREST,ESTABLISHMENT,",0.3208213806152344,2010-07-20 16:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,TOURIST_ATTRACTION,MUSEUM,STORE
11304,Teddington Cricket Club,"POINT_OF_INTEREST,ESTABLISHMENT,",0.3208213806152344,2010-07-20 16:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,TOURIST_ATTRACTION,MUSEUM,STORE
11303,Teddington Cricket Club,"POINT_OF_INTEREST,ESTABLISHMENT,",0.3208213806152344,2010-07-20 16:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,HARDWARE_STORE,MUSEUM,STORE
11302,Teddington Cricket Club,"POINT_OF_INTEREST,ESTABLISHMENT,",0.3208213806152344,2010-07-20 15:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,HARDWARE_STORE,MUSEUM,STORE
11301,Teddington Cricket Club,"POINT_OF_INTEREST,ESTABLISHMENT,",0.3208213806152344,2010-07-20 15:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,STORE,MUSEUM,STORE
11300,Narodowe laboratorium fizyki,"POINT_OF_INTEREST,ESTABLISHMENT,",0.3434275054931641,2010-07-20 15:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,TRAVEL_AGENCY,MUSEUM,STORE
11299,Narodowe laboratorium fizyki,"POINT_OF_INTEREST,ESTABLISHMENT,",0.3434275054931641,2010-07-20 14:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,TOURIST_ATTRACTION,PARKING,STORE
11298,Teddington Cricket Club,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2781809425354004,2010-07-20 14:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,TOURIST_ATTRACTION,PARKING,STORE
11297,Teddington Cricket Club,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2781809425354004,2010-07-20 14:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,TOURIST_ATTRACTION,PARKING,STORE
11296,Teddington Cricket Club,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2781809425354004,2010-07-20 13:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,TOURIST_ATTRACTION,PARKING,STORE
11295,Teddington Cricket Club,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2781809425354004,2010-07-20 13:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,CHURCH,PARKING,STORE
11294,Billies Bakes,"BAKERY,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.155514554977417,2010-07-20 13:00:00,BAKERY,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,CHURCH,PARKING,STORE
11293,Piano with Rebecca Singerman-Knight,"ELECTRONICS_STORE,HOME_GOODS_STORE,SCHOOL,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.09561854362487793,2010-07-20 12:40:00,ELECTRONICS_STORE,HOME_GOODS_STORE,SCHOOL,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,CHURCH,PARKING,STORE
11292,Teddington Post Office,"POST_OFFICE,FINANCE,POINT_OF_INTEREST,ESTABLISHMENT,",0.1392035961151123,2010-07-20 12:20:00,POST_OFFICE,FINANCE,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,CHURCH,PARKING,STORE
11291,The Teddington House Doctors,"GENERAL_CONTRACTOR,POINT_OF_INTEREST,ESTABLISHMENT,",0.1412111473083496,2010-07-20 12:00:00,GENERAL_CONTRACTOR,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,PARKING,PARKING,STORE
11290,The Refill Larder,"GROCERY_OR_SUPERMARKET,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.08157732009887696,2010-07-20 11:40:00,GROCERY_OR_SUPERMARKET,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,CAFE,CAFE,STORE
11289,Teddington Post Office,"POST_OFFICE,FINANCE,POINT_OF_INTEREST,ESTABLISHMENT,",0.14964599609375,2010-07-20 11:20:00,POST_OFFICE,FINANCE,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,STORE,STORE,STORE
11288,Grove Gardens,"PARK,POINT_OF_INTEREST,ESTABLISHMENT,",0.1616809844970703,2010-07-20 11:00:00,PARK,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,TOURIST_ATTRACTION,TOURIST_ATTRACTION,STORE
11287,Marks & Spencer TEDDINGTON SIMPLY FOOD,"SUPERMARKET,GROCERY_OR_SUPERMARKET,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.6865518188476563,2010-07-20 10:40:00,SUPERMARKET,GROCERY_OR_SUPERMARKET,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,MUSEUM,MUSEUM,STORE
11286,Marks & Spencer TEDDINGTON SIMPLY FOOD,"SUPERMARKET,GROCERY_OR_SUPERMARKET,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.6865518188476563,2010-07-20 10:20:00,SUPERMARKET,GROCERY_OR_SUPERMARKET,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,SCHOOL,SCHOOL,STORE
11285,Marks & Spencer TEDDINGTON SIMPLY FOOD,"SUPERMARKET,GROCERY_OR_SUPERMARKET,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.6865518188476563,2010-07-20 10:00:00,SUPERMARKET,GROCERY_OR_SUPERMARKET,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,ELECTRONICS_STORE,ELECTRONICS_STORE,STORE
11284,Marks & Spencer TEDDINGTON SIMPLY FOOD,"SUPERMARKET,GROCERY_OR_SUPERMARKET,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.6865518188476563,2010-07-20 09:40:00,SUPERMARKET,GROCERY_OR_SUPERMARKET,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,LODGING,LODGING,STORE
11283,Teddington Lawn Tennis Club,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2594759750366211,2010-07-20 09:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,PARK,PARK,STORE
11282,Halfords Autocentre Teddington,"CAR_REPAIR,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.216596851348877,2010-07-20 09:00:00,CAR_REPAIR,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,PARK,PARK,STORE
11281,Halfords Autocentre Teddington,"CAR_REPAIR,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.216596851348877,2010-07-20 08:40:00,CAR_REPAIR,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,CAFE,CAFE,STORE
11280,Halfords Autocentre Teddington,"CAR_REPAIR,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.216596851348877,2010-07-20 08:20:00,CAR_REPAIR,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,CAFE,CAFE,STORE
11279,Halfords Autocentre Teddington,"CAR_REPAIR,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.216596851348877,2010-07-20 08:00:00,CAR_REPAIR,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,CAFE,CAFE,STORE
11278,Acacia Therapy,"HEALTH,POINT_OF_INTEREST,ESTABLISHMENT,",0.3592549133300781,2010-07-20 07:40:00,HEALTH,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,CAFE,CAFE,STORE
11277,Acacia Therapy,"HEALTH,POINT_OF_INTEREST,ESTABLISHMENT,",0.3592549133300781,2010-07-20 07:20:00,HEALTH,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,AMUSEMENT_PARK,AMUSEMENT_PARK,STORE
11276,Acacia Therapy,"HEALTH,POINT_OF_INTEREST,ESTABLISHMENT,",0.3592549133300781,2010-07-20 07:00:00,HEALTH,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,AMUSEMENT_PARK,AMUSEMENT_PARK,STORE
11275,SHAEF,"PARK,POINT_OF_INTEREST,ESTABLISHMENT,",0.2352970314025879,2010-07-20 01:00:00,PARK,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,AMUSEMENT_PARK,AMUSEMENT_PARK,STORE
11274,SHAEF,"PARK,POINT_OF_INTEREST,ESTABLISHMENT,",0.2352970314025879,2010-07-20 00:40:00,PARK,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,AMUSEMENT_PARK,AMUSEMENT_PARK,STORE
11273,USAAF Memorial,"POINT_OF_INTEREST,ESTABLISHMENT,",0.3523215866088867,2010-07-20 00:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,AMUSEMENT_PARK,AMUSEMENT_PARK,STORE
11272,USAAF Memorial,"POINT_OF_INTEREST,ESTABLISHMENT,",0.3523215866088867,2010-07-20 00:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,AMUSEMENT_PARK,AMUSEMENT_PARK,STORE
11271,USAAF Memorial,"POINT_OF_INTEREST,ESTABLISHMENT,",0.3523215866088867,2010-07-19 23:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,AMUSEMENT_PARK,AMUSEMENT_PARK,STORE
11270,URBANBUILT Limited,"GENERAL_CONTRACTOR,POINT_OF_INTEREST,ESTABLISHMENT,",0.1685938262939453,2010-07-19 23:20:00,GENERAL_CONTRACTOR,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,SCHOOL,SCHOOL,STORE
11269,USAAF Memorial,"POINT_OF_INTEREST,ESTABLISHMENT,",0.4527972412109375,2010-07-19 23:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,TOURIST_ATTRACTION,TOURIST_ATTRACTION,STORE
11268,The Pheasantry,"CAFE,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,",0.9790087127685547,2010-07-19 22:40:00,CAFE,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,CONVENIENCE_STORE,CONVENIENCE_STORE,STORE
11267,The Pheasantry,"CAFE,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,",0.6550598907470703,2010-07-19 22:20:00,CAFE,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,TOURIST_ATTRACTION,TOURIST_ATTRACTION,STORE
11266,The Pheasantry,"CAFE,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,",0.6550598907470703,2010-07-19 22:00:00,CAFE,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,SCHOOL,SCHOOL,STORE
11265,The Pheasantry,"CAFE,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,",0.6550598907470703,2010-07-19 21:40:00,CAFE,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,PARKING,PARKING,STORE
11264,The Pheasantry,"CAFE,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,",0.6550598907470703,2010-07-19 21:20:00,CAFE,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,POST_OFFICE,POST_OFFICE,STORE
11263,"England Sports Group, ESG Club Teddington","POINT_OF_INTEREST,ESTABLISHMENT,",0.3290969467163086,2010-07-19 21:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,POST_OFFICE,POST_OFFICE,STORE
11262,"England Sports Group, ESG Club Teddington","POINT_OF_INTEREST,ESTABLISHMENT,",0.3290969467163086,2010-07-19 20:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,ROOFING_CONTRACTOR,ROOFING_CONTRACTOR,STORE
11261,NPL Sports Club,"POINT_OF_INTEREST,ESTABLISHMENT,",0.3507873153686523,2010-07-19 20:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,PARK,PARK,STORE
11260,NPL Sports Club,"POINT_OF_INTEREST,ESTABLISHMENT,",0.3507873153686523,2010-07-19 20:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,PARK,PARK,STORE
11259,SHAEF,"PARK,POINT_OF_INTEREST,ESTABLISHMENT,",0.4762878036499024,2010-07-19 19:40:00,PARK,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,PARK,PARK,STORE
11258,SHAEF,"PARK,POINT_OF_INTEREST,ESTABLISHMENT,",0.4762878036499024,2010-07-19 19:20:00,PARK,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,PARK,PARK,STORE
11257,SHAEF,"PARK,POINT_OF_INTEREST,ESTABLISHMENT,",0.4762878036499024,2010-07-19 19:00:00,PARK,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,PARK,PARK,STORE
11256,USAAF Memorial,"POINT_OF_INTEREST,ESTABLISHMENT,",0.5237121963500977,2010-07-19 18:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,PARK,PARK,STORE
11255,The Pheasantry,"CAFE,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,",0.9695474243164063,2010-07-19 18:20:00,CAFE,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,PARK,PARK,STORE
11254,The Pheasantry,"CAFE,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,",0.4938490295410156,2010-07-19 18:00:00,CAFE,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,PARK,PARK,STORE
11253,The Pheasantry,"CAFE,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,",0.4938490295410156,2010-07-19 17:40:00,CAFE,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,ROOFING_CONTRACTOR,ROOFING_CONTRACTOR,STORE
11252,"England Sports Group, ESG Club Teddington","POINT_OF_INTEREST,ESTABLISHMENT,",0.2708647537231446,2010-07-19 17:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,ROOFING_CONTRACTOR,ROOFING_CONTRACTOR,STORE
11251,"England Sports Group, ESG Club Teddington","POINT_OF_INTEREST,ESTABLISHMENT,",0.2708647537231446,2010-07-19 17:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,CAR_RENTAL,CAR_RENTAL,STORE
11250,"England Sports Group, ESG Club Teddington","POINT_OF_INTEREST,ESTABLISHMENT,",0.2708647537231446,2010-07-19 16:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,CAR_RENTAL,CAR_RENTAL,STORE
11249,NPL Sports Club,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2937360000610352,2010-07-19 16:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,CHURCH,CHURCH,STORE
11248,NPL Sports Club,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2937360000610352,2010-07-19 16:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,RESTAURANT,RESTAURANT,STORE
11247,NPL Sports Club,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2937360000610352,2010-07-19 15:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,JEWELRY_STORE,JEWELRY_STORE,STORE
11246,NPL Sports Club,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2937360000610352,2010-07-19 15:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,FURNITURE_STORE,CONVENIENCE_STORE,STORE
11245,NPL Sports Club,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2937360000610352,2010-07-19 15:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,PRIMARY_SCHOOL,CONVENIENCE_STORE,STORE
11244,NPL Sports Club,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2937360000610352,2010-07-19 14:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,PRIMARY_SCHOOL,CONVENIENCE_STORE,STORE
11243,The Organic Garden Company,"PARK,GENERAL_CONTRACTOR,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.193873176574707,2010-07-19 14:20:00,PARK,GENERAL_CONTRACTOR,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,FURNITURE_STORE,CONVENIENCE_STORE,STORE
11242,Marks & Spencer TEDDINGTON SIMPLY FOOD,"SUPERMARKET,GROCERY_OR_SUPERMARKET,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.7786568450927734,2010-07-19 14:00:00,SUPERMARKET,GROCERY_OR_SUPERMARKET,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,REAL_ESTATE_AGENCY,CONVENIENCE_STORE,STORE
11241,Johanna Pedrick Flowers,"FLORIST,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.1585100936889648,2010-07-19 13:40:00,FLORIST,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,PET_STORE,CONVENIENCE_STORE,STORE
11240,Teddington Obelisk,"POINT_OF_INTEREST,ESTABLISHMENT,",0.444448127746582,2010-07-19 13:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,DOCTOR,CONVENIENCE_STORE,STORE
11239,Teddington Obelisk,"POINT_OF_INTEREST,ESTABLISHMENT,",0.444448127746582,2010-07-19 13:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,DOCTOR,CONVENIENCE_STORE,STORE
11238,Sunshine Shoeshine,"POINT_OF_INTEREST,ESTABLISHMENT,",0.0649755334854126,2010-07-19 12:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,DOCTOR,CONVENIENCE_STORE,STORE
11237,Radnor Gardens,"PARK,TOURIST_ATTRACTION,POINT_OF_INTEREST,ESTABLISHMENT,",0.1401315879821777,2010-07-19 12:20:00,PARK,TOURIST_ATTRACTION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,DOCTOR,CONVENIENCE_STORE,STORE
11236,Mercury Motors Ltd,"CAR_REPAIR,POINT_OF_INTEREST,ESTABLISHMENT,",0.1253062725067139,2010-07-19 12:00:00,CAR_REPAIR,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,JEWELRY_STORE,CONVENIENCE_STORE,STORE
11235,The Helen Astrid Singing Academy,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2524857711791992,2010-07-19 11:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,JEWELRY_STORE,CONVENIENCE_STORE,STORE
11234,The Helen Astrid Singing Academy,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2524857711791992,2010-07-19 11:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,JEWELRY_STORE,CONVENIENCE_STORE,STORE
11233,The Helen Astrid Singing Academy,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2524857711791992,2010-07-19 11:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,JEWELRY_STORE,CONVENIENCE_STORE,STORE
11232,The Helen Astrid Singing Academy,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2524857711791992,2010-07-19 10:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,FINANCE,CONVENIENCE_STORE,STORE
11231,The Helen Astrid Singing Academy,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2524857711791992,2010-07-19 10:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,CAFE,CONVENIENCE_STORE,STORE
11230,The Electrical Warehouse,"POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.09928207397460938,2010-07-19 10:00:00,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,FURNITURE_STORE,CONVENIENCE_STORE,STORE
11229,The Helen Astrid Singing Academy,"POINT_OF_INTEREST,ESTABLISHMENT,",0.1136576557159424,2010-07-19 09:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,CAFE,CONVENIENCE_STORE,STORE
11228,Alsford Timber Ltd,"HOME_GOODS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.8014590454101562,2010-07-19 09:20:00,HOME_GOODS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,CAFE,CONVENIENCE_STORE,STORE
11227,Radnor Gardens,"PARK,TOURIST_ATTRACTION,POINT_OF_INTEREST,ESTABLISHMENT,",0.239984245300293,2010-07-19 09:00:00,PARK,TOURIST_ATTRACTION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,CAFE,CONVENIENCE_STORE,STORE
11226,Pure Pleasure Records Ltd,"POINT_OF_INTEREST,ESTABLISHMENT,",0.6875387573242188,2010-07-19 08:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,BICYCLE_STORE,CONVENIENCE_STORE,STORE
11225,Pure Pleasure Records Ltd,"POINT_OF_INTEREST,ESTABLISHMENT,",0.6875387573242188,2010-07-19 08:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,BICYCLE_STORE,CONVENIENCE_STORE,STORE
11224,Pure Pleasure Records Ltd,"POINT_OF_INTEREST,ESTABLISHMENT,",0.6875387573242188,2010-07-19 08:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,PAINTER,CONVENIENCE_STORE,STORE
11223,De Marillac Hall,"LODGING,UNIVERSITY,POINT_OF_INTEREST,ESTABLISHMENT,",0.1156079292297363,2010-07-19 07:40:00,LODGING,UNIVERSITY,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,PAINTER,CONVENIENCE_STORE,STORE
11222,Create7 - Online Marketing & Design,"POINT_OF_INTEREST,ESTABLISHMENT,",0.117376766204834,2010-07-19 07:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,PAINTER,CONVENIENCE_STORE,STORE
11221,Alsford Timber Ltd,"HOME_GOODS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.1382351207733154,2010-07-19 07:00:00,HOME_GOODS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,PAINTER,CONVENIENCE_STORE,STORE
11220,Founded,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2328742980957031,2010-07-19 01:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,PAINTER,CONVENIENCE_STORE,STORE
11219,Founded,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2328742980957031,2010-07-19 00:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,PAINTER,CONVENIENCE_STORE,STORE
